"系統序號","課程名稱","課程大綱","A分數","A判定理由","B分數","B判定理由","C分數","C判定理由","D分數","D判定理由","整體判定","主要依據","證據不足處"
"8401522","想像敘事與互動基礎","""本課程透過16週的教學引導與研究、案例分析課程;搭配期中與期末考此2次線上非同步(學校規定)自主學習的建構;將想像作為動詞應用;透過認識想像的學術理論和遊戲化意涵;活化想像的能力;課後期使同學深化既有的想像能力並拓展想像的內涵。敘事單元承接想像單元;探討數位敘事的本質;提供與敘事有關的應用科技元素與方法;課程參與者可藉此導入自己的研究/創作;聯結研究/創作的內容與形式;並思考不同的應用個案所帶來的啟發。互動單元透過互動式設計的基礎科技應用研究分析(如:AI、擴增實境(AR)等科技元素;與介面(UI)設計)互動研究、與案例介紹;嘗試藉由相關案例蒐集;設計試想;以及課程中教師講授個案;透過探究來練習學術理論的操作面;以轉化為自我的研究/創作/設計專題;進而理解數位傳播與互動科技的原理原則;嘗試導入自己的創造構想發展。期末可以小論文或創作或劇本或影片形式呈現。  ""","1","大綱在互動單元將AI列為基礎科技應用研究分析與案例介紹的例子，但未明確要求學生使用AI進行學習、資訊整理或提示操作，因此僅具零星接觸證據。","0","大綱雖提及AI科技元素，但未提及AI倫理、法規、個資、資安、偏誤、查證或責任。","1","大綱提到包含AI的科技應用研究分析，並可轉化為研究、創作或設計專題，但未明確要求使用AI完成任務或進行結果驗證。","1","課程要求發展自己的創造構想並轉化為研究、創作或設計專題，且涉及AI科技案例，但未明確置於人機協作、AI結果批判或人類責任情境。","A=1;B=0;C=1;D=1","主要依據為互動單元明確提及AI科技元素、應用研究分析與案例介紹，並要求發展個人研究或創作專題。","大綱未提及具體AI工具操作、提示策略、倫理法規、風險查證、AI生成成果驗證或人機分工，因此不能推定具備較高層次能力。"
"8401523","機器人與AI互動設計","""請注意:此門課程將以英語授課;所有的報告與討論也將以英文進行。  Note: This course will be taught in English. All presentations and discussions will also be conducted in English.        This project-based course focuses on the design and development of Human-Robot Interaction (HRI) and Human-AI Interaction (HAI). Students will engage in hands-on projects to conceptualize; prototype; and evaluate interactive systems such as conversational AI agents and performative robots. Students will explore design principles that enhance usability; functionality; and user experience (UX). The course emphasizes practical skills in designing for interaction while fostering creativity and critical thinking about the role of intelligent agents in our daily life and work settings.  ""","1","課程以Human-AI Interaction為核心，學生設計對話式AI代理人等互動系統，可接觸AI代理人的功能與互動設計；但未明確要求將AI作為學習工具或進行自主學習規劃。","1","課程要求對智能代理人在日常生活與工作中的角色進行批判思考，但未明確提及AI倫理、法規、個資、偏誤、資安或責任歸屬。","4","課程明確要求學生透過實作專題概念化、製作原型並評估對話式AI代理人與表演型機器人等互動系統，具備完整的設計與評估任務；但未明確要求修正AI錯誤、比較方案或規劃人機分工。","3","課程在Human-AI Interaction情境中強調創意、批判思考，以及智能代理人對日常生活與工作角色的思考，符合部分人類判斷與創意整合；但未明確要求同理心、人際協作或承擔最終決策責任。","A=1;B=1;C=4;D=3","主要符合C，因課程以AI互動設計為核心並安排概念化、原型製作與評估的實作專題；亦涉及AI角色的批判思考與創意設計。","大綱未明確說明AI工具選用、AI學習策略、倫理法規、風險管理、偏誤查證、AI結果修正及人機責任分工。"
"8401525","進階使用者經驗設計","""使用者經驗設計專題課程承接「人機互動設計」;是進階的UX設計課程;會涵蓋在設計實務上的主題以及對這些主題的深入討論以及習作。有意願修課的同學必須先修過由陳宜秀老師開設的「人機互動設計」課程。若是希望以其他相關的課程替代;請準備該課程的課綱以及修課成績;與授課老師聯繫;取得許可;方得註冊。本課程以中文授課。    這門課原定於週四上午9-12上課;然而本學期改為週五上午9-12;請同學特別注意。第一週(2/27)由於228和平紀念日補假;不上課;而使得第一次上課時間為第二週的3/6。如果要加退選的同學;請把握時間。    課程內容涵蓋幾項主題。這些主題會有大量的閱讀;同時以案例實作、小組成果互評、分組報告方式綜合進行。       主題一         對於基礎概念的複習:涵蓋「人機互動設計」的主要內容;尤其是以下基礎:           互動設計的心理學基礎     基本互動設計概念     使用者研究     用例及作業分析     資訊架構                 主題二       UX的架構    設計研究進階討論         主題三       介面行為以及個案討論         主題四       UX與敘事 Story Telling    UX個案分析         主題五       AI 與UX設計          ""","1","大綱僅在主題五列出「AI與UX設計」，顯示有AI相關主題，但未明確說明使用AI工具、AI輔助學習或自主學習活動。","0","大綱未提及AI倫理、法規、著作權、個資、資安、偏誤、查證或責任。","1","大綱包含AI與UX設計主題，以及案例實作、小組成果互評與分組報告，但未明確說明學生使用AI完成專業任務或以AI提出解決方案。","0","雖有AI與UX設計主題及小組實作，但未明確置於AI協作脈絡，也未要求批判AI結果、人類判斷、同理心或真實場域洞察。","A=1;B=0;C=1;D=0","主要依據為課程主題明確列出「AI與UX設計」，並搭配案例實作、互評與報告活動。","AI主題的教學內容與活動未具體說明，大綱未提及AI操作、驗證、倫理風險、人機協作或人類主體性，因此不能推定較高分數。"
"8401526","基礎動畫設計","""請有意選課的同學;務必事先「詳細閱讀」課程大綱之所有內容。    本課程為內容與設計類課程。課程主題為基礎3D技能;學習3D動畫中的「Modeling」、「Sculpting」、「Texturing」等基本觀念;從基礎到到進階的技巧使用;藉由每週單元主題的說明與範例練習;循序漸進了解 - 產業對於3D建模師(3D Modeling Technical Director)的標準與要求。同時;亦提供國際趨勢之議題、學習資源與產業標準;以連結國際市場。    * 由於AI應用的快速普及;2026起;將導入AI應用在動畫領域的實務操作內容。    * 修課同學請自備充飽電之筆電(建議是電競等級、windows系統;由於3D環境不完全適用;請勿使用mac系統; );與操作3D軟體需要之三鍵滑鼠(*必備;無滑鼠者請勿修課);以及推薦使用WACOM繪圖板。    * 本課程修課同學;需實際參與每週實作(請勿下載、修改他人之作品;或抄襲網路教學;或以ai生成之內容繳交)。不接受旁聽。    * 如果你(妳)在這個學期;選修本課且同時修許多學分;建議你(妳)妥善規劃好時間再開始(可先確認能達成本課程要求之預複習時間);避免影響成績!  ""","1","大綱明確說明自2026年起導入AI應用在動畫領域的實務操作內容，但未交代具體AI工具、操作任務或以AI提升學習成效的活動。","1","大綱要求不得以AI生成內容繳交，形成AI使用範圍的明確限制；但未進一步提及AI倫理、著作權、風險、查證或責任。","1","大綱提及將導入AI應用於動畫領域的實務操作，但未明確說明學生以AI完成何種任務、如何驗證結果或進行品質控制。","0","大綱禁止以AI生成內容繳交，屬於成果規範，但未明確培養AI協作中的人類判斷、創意整合、同理心或真實世界洞察。","A=1;B=1;C=1;D=0","主要依據為大綱明確提及導入AI動畫實務操作，並規定不得繳交AI生成內容。","AI實務操作的具體內容、學習成果、評量方式、倫理風險、查證流程及人機分工均未說明，因此不能推定較高分數。"
"8401528","互動科技研究討論","""This course covers paper reading; research discussion and project implementation in human-computer interaction (HCI). The interaction topics include touch input; haptic feedback; XR interactionand AI/LLM.  ""","1","大綱將AI/LLM列為人機互動研究主題之一，學生進行論文閱讀與研究討論，但未明確要求使用AI作為學習或研究工具。","0","大綱僅列出AI/LLM研究主題，未提及倫理、法規、個資、資安、偏誤、查證或責任。","1","大綱包含AI/LLM主題及人機互動專案實作，但未明確說明學生使用AI解決問題、建立方案或驗證AI結果。","0","大綱提及人機互動研究與AI/LLM，但未明確要求在AI協作情境中進行人類判斷、創意整合、同理溝通或承擔決策責任。","A=1;B=0;C=1;D=0","主要依據為大綱明確列出AI/LLM為人機互動研究討論與專案實作的主題。","大綱未說明AI/LLM專案的具體任務、工具使用、結果驗證、風險治理或人機協作要求，因此不能推定較高分數。"
"8401529","電腦動畫","""本課程介紹3D電腦動畫中的程序式材質(Procedural Texturing);以實作為主;培養同學在電腦動畫、數位遊戲的材質製作(Photo-realistic)能力;以期培養同學符合CG產業中TextureTechnical Director的要求為目標。    * 由於AI應用的快速普及;2026起;將導入AI應用在Computer Graphics領域的實務操作內容。    * 修課同學請自備充飽電之筆電(建議是電競等級、windows系統;請勿使用mac系統; 3D環境不適用);與操作3D軟體需要之三鍵滑鼠(*必備;無滑鼠者請勿修課);以及推薦使用WACOM繪圖板。    * 本課程修課同學;需實際參與每週實作(請勿下載、修改他人之作品;或抄襲網路教學;或以ai生成之內容繳交)。不接受旁聽。    * 如果你(妳)在這個學期;選修本課且同時修許多學分;建議你(妳)妥善規劃好時間再開始(可先確認能達成本課程要求之預複習時間);避免影響成績!  ""","1","大綱明確說明自2026年起將導入AI應用於Computer Graphics領域的實務操作，但未明確提供AI工具、學習策略或自主學習活動。","1","大綱規定不得以AI生成內容繳交，屬於AI使用範圍限制；但未提及AI倫理、著作權、風險管理、查證或責任歸屬。","1","大綱提及AI在Computer Graphics領域的實務操作，且課程以實作為主，但未明確說明使用AI完成的任務、驗證流程或品質控制方式。","0","大綱禁止以AI生成內容繳交，但未明確培養AI協作中的人類主體性、判斷、創意整合、同理心或真實場域洞察。","A=1;B=1;C=1;D=0","主要依據為大綱明確提及導入AI於Computer Graphics的實務操作，並禁止繳交AI生成內容。","AI實務操作的具體內容、成果評量、驗證修正、倫理風險及人機分工均未明確說明，因此不能推定較高分數。"
"8401530","方法論","""本課程為博士班必修課。課程將探究不同型態研究方法、混合研究方法意涵的知識論邏輯;嘗試釐清不同典範的衝突或融合。課程內容將涵蓋不同典範知識論;包括實證論、詮釋論、批判論、後現代轉向等。在生成式人工智慧大規模介入自然與人文社會科學領域的研究之時;課程亦將嘗試探究AI Philosophy議題。因此;修課同學需要經常在課堂中提出個人見解與經驗;並能以具邏輯的方式陳述方法論知識與價值觀。  ""","1","大綱明確提及生成式人工智慧介入研究，以及探究AI Philosophy議題，僅能證明學生接觸AI相關思想與議題，未明確要求使用AI工具進行學習或資訊整理。","1","課程要求探究AI Philosophy並陳述方法論知識與價值觀，具有有限的價值思考脈絡；但大綱未明確提及AI倫理、法規、個資、偏誤、風險或責任。","0","大綱未要求學生使用AI進行資料分析、生成方案、建模或完成研究任務，因此不能推定具備運用AI解決問題能力。","2","課程要求學生提出個人見解與經驗，並以邏輯方式陳述方法論知識與價值觀，且置於探究AI Philosophy的脈絡中，涉及有限的人類主體性與價值判斷。"," ""A=1;B=1;C=0;D=2""","主要依據為課程提及生成式人工智慧、AI Philosophy，以及要求學生提出個人見解、陳述價值觀。","大綱未提及AI工具操作、提示策略、AI使用規範、結果查證、人機分工或以AI完成研究任務，因此A、B、C的證據有限。"
"8401532","衝突新聞、全球傳播與公民","""This course is concerned with the relationship between media; communications; and conflicts; particularly pertaining to armed conflicts. It will begin with a series of discussions on war journalism and peace journalism. Considering that war coverage nowadays is no longer produced by journalists and news institutions only; we will then shift our focus to the role of digital media in shaping the processes of which armed conflicts are communicated. In doing so; we ask and analyse such questions as &lsquo;How do journalistic practices of reporting on war look like on social media platforms? In what way do algorithms play a part in representing and giving meanings to wars? How are artificial intelligence techniques related to contemporary wars? How do Taiwanese citizens remember past wars; narrate present wars; and imagine possible wars in the future? How do digital media reconfigure temporal and spatial arrangements of war communications? What ethical considerations do journalists have when covering wars? How do news audiences witness distant suffering? What opportunities and risks do digital media present for global citizens to engage with distant suffering and wars?&rsquo;  ""","1","大綱提及數位媒體中的演算法、人工智慧技術與戰爭傳播，但主要是分析相關現象，未明確要求使用AI作為學習工具。","2","大綱提出戰爭報導的倫理考量，並探討數位媒體帶來的機會與風險；其中涉及演算法與人工智慧，但未明確聚焦AI倫理、偏誤、查證、個資或責任歸屬。","0","課程要求分析媒體、傳播、衝突與戰爭議題，但未要求學生使用AI進行分析、生成方案、驗證結果或完成專業任務。","2","大綱探討如何分析戰爭的媒體再現、遠方受苦、不同公民觀點及數位媒體風險，並涉及AI與演算法脈絡下的倫理思考；但未明確要求人機協作或提出人類判斷。"," ""A=1;B=2;C=0;D=2""","主要依據為大綱明確提及演算法、人工智慧技術、戰爭傳播、倫理考量及數位媒體風險。","大綱未提及學生實際操作AI、AI結果查證、偏誤檢核、人機分工、AI使用揭露或以AI完成作品與任務。"
"8401533","互動傳播與科技","""The seminar in Interactive Communication and Technology will focus on the development of theories and research trends/topics in literature regarding interactive communication science including human-computer interaction and communication technology (AI; digital games; virtual reality; and social media). Students will learn the core theories originated and evolved in interactive communication research. In addition; students will examine phenomena in these interactive media forms and their effects on human emotions; well-being; cognition; and emotions. Furthermore; we will look at how interactive communication apply into different areas.   ""","1","課程明確將AI列為互動傳播科技之一，並探討相關理論、研究趨勢及其應用，但未明確要求學生使用AI提升學習成效。","0","大綱未提及AI倫理、法規、隱私、資安、偏誤、風險、治理或責任。","0","大綱提及互動傳播科技的研究與應用，但未明確要求學生使用AI分析資料、生成方案、建模或解決專業問題。","0","雖然課程探討AI及其對人類情緒、福祉與認知的影響，但未明確置於AI協作情境，也未要求人類判斷、同理互動或創意整合。"," ""A=1;B=0;C=0;D=0""","主要依據為課程將AI列入互動傳播科技，並探討其理論、研究趨勢與應用。","大綱未提及AI工具實作、負責任使用規範、AI問題解決流程、結果驗證或AI協作中的人類主體性。"
"8402044","工程法論文專題研討(一)","""限114年度第一學期修習&lt;工程法論文專題研討&gt;者;方能續修本課程    [請留意;上課時間可能配合實際狀況調整]    本課程係為博碩士班撰寫工程法論文之研究生開設;宗旨為:    一、學習論文研究方法:認識法學研究資源、AI輔助工具使用限制、學術倫理、研究方法。    二、探索及選定論文題目:蒐集工程法相關議題資料、閱讀心得報告討論及完成論文研究計畫書。    三、指導與協助完成論文:提昇學術研究水準;相互協助完成學術論文。      名額有限;為協助大家順利畢業;以所餘畢業年限之短長作為優先錄取標準;請發揮博愛座精神;教師有權請排序較後者禮讓退選。  ""","2","大綱明確提及AI輔助工具使用限制，顯示學生將接觸AI工具及其使用邊界；但未說明如何運用AI提升學習或研究成效。","3","大綱明確納入AI輔助工具使用限制與學術倫理，符合AI使用規範及責任意識；但未具體說明個資、偏誤、資安、查證或責任歸屬。","2","課程要求蒐集工程法議題資料、完成閱讀心得與論文研究計畫書，並明確提及AI輔助工具使用；但未要求以AI完成特定分析、驗證結果或進行流程品質控制。","2","課程將AI輔助工具使用限制與學術倫理置於論文研究訓練中，涉及研究者的人類判斷與責任；但未明確要求學生比較AI結果、說明決策理由或規劃人機分工。"," ""A=2;B=3;C=2;D=2""","主要依據為課程明確列出AI輔助工具使用限制、學術倫理、研究方法、資料蒐集及論文研究計畫書。","大綱未明確描述AI工具種類、實際操作方式、提示策略、生成結果查證、偏誤與資安風險、人機分工或相關評量規準。"
"8402068","國際智慧財產權法專題研究(四)","""This seminar offers students the opportunity to undertake guided independent research on selected topics in international and comparative intellectual property law; broadly construed. Through close reading; discussion; and individual research projects; students will engage in in-depth analysis of some of the most pressing legal issues arising from contemporary innovation; creative activity; and technological development in a global context.        The primary objective of the seminar is to provide students with a foundational understanding of key intellectual property issues within the international legal regime; including&mdash;though not limited to&mdash;patent; copyright; trademark; and trade secret law. Emphasis will be placed on comparative perspectives and the interaction between domestic IP systems and international norms. Students are expected to complete all assigned readings in advance of each class and to participate actively in seminar discussions. Regular attendance and informed class participation are mandatory.        In addition to developing substantive knowledge; students will design and complete an original research project. To familiarize students with current developments in intellectual property law; each student is required to deliver a 3&ndash;5 minute short presentation on recent IP-related news. Students may select topics of interest from sources such as the IPWatchdog blog (https://ipwatchdog.com/); The IPKat blog (https://ipkitten.blogspot.com/); or other reputable online sources.        Each student must also select a presentation and paper topic and will meet individually with the instructor to discuss topic selection; research strategy; and paper development. Students are required to submit a two-page research proposal and presentation slides outlining their project.        Students are also required to present their research to the seminar and to serve as panelists for the presentations of other students; offering constructive comments and engaging in scholarly discussion. Course grades will be based primarily on the quality of the research proposal; presentations and class participation. (This seminar is not graded anonymously because the professor works with students on their writing projects throughout the semester.)        As part of the seminar; students will also participate in a field trip to the Microsoft Office; where they will be hosted by Microsoft&rsquo;s in-house legal counsel. During this visit; students will learn how a leading technology company prepares for AI development; manages intellectual property strategy; and responds to AI-related legal disputes in practice. The visit will be scheduled in the afternoon from 2:00 p.m. to 4:00 p.m.; further details will be announced in class.  ""","1","大綱在Microsoft參訪中提及AI發展及其智慧財產權策略，但AI主要作為科技法律案例脈絡，未明確要求學生使用AI進行學習或研究。","3","課程核心涵蓋專利、著作權、商標、營業秘密及國際法律規範，並於參訪中探討AI發展、智慧財產權策略與AI相關法律爭議，具備AI法律責任的明確內容；但未涵蓋完整的AI資安、偏誤或治理。","0","課程要求完成原創研究計畫、簡報與論文，但大綱未要求學生使用AI解決法律研究問題或以AI完成專業任務，因此不能推定具備C能力。","1","課程要求原創研究、口頭報告、學術討論，且參訪內容涉及AI發展與AI相關法律爭議，具有有限的人類法律判斷脈絡；但未明確要求在AI協作中檢核結果、承擔決策或進行人機分工。"," ""A=1;B=3;C=0;D=1""","主要依據為國際智慧財產權法研究、原創研究專題，以及Microsoft參訪中明確提及AI發展、IP策略與AI相關法律爭議。","大綱未提及學生實際使用AI工具、AI輔助研究流程、生成內容查證、人機協作、AI偏誤或AI使用揭露。"
"8402339","現代世界的宗教與政治","""Notes:    ● Required readings: The course has only 1-2 required readings. The others are &ldquo;additional&rdquo; (thus not mandatory); yet if students write essays based on these; they will get additional points.    ● Essay: Students write only 1 essay (1;000 &ndash; 1;500 words) to be submitted on Week 8 (Mid-term). The essay discusses at least 2 (two) theories/concepts that have been discussed and applies them on a case study.    ● Final paper: Students write 1 Final Paper (4;000-5;000 words) to be submitted at the end of the semester. Students may choose the final papers&rsquo; topics themselves.    ● Presentations: Each student presents twice; one on the weekly topic of their choice and the other is a short 5-minute presentation on the framework of their final papers; towards the end of the semester.    ● The elements of evaluation are thus: Attendance and participation; 2 Presentations (consisting of 1 essay review; 1 final); 1 mid-term essay; 1 Final paper.    ● The course includes stimulating activities e.g.; debates; games; simulations; and film.    Most humanities and social sciences scholars believed that as of late twentieth century secularism has won; and the separation of religion and politics had become increasingly synonymous with the conquest for a modern; rational; and democratic governance. However; the dynamics over the course of the century have indicated that religion continues to challenge such endeavor; even in &ldquo;mature&rdquo; democracies. Moreover; the current rise of fundamentalism; extremism and violence; both perpetrated by the states and non-state actors; have illustrated a &ldquo;backlash&rdquo; against such conquest for &ldquo;modernity&rdquo; and ultimately necessitate a revisit of the said narrative of secularism.    This course aims at encouraging a deeper understanding on two dimensions of the nexus of religion and politics in the modern world: firstly; the contemporary debates on religion and politics; framed as a comparative study across various contexts around the globe; highlighting the link between religion and politics in democracies and non-democracies. We will explore themes such as secularization; &ldquo;civil religion&rdquo;; religion as a salient identity; religion as a &ldquo;fluid&rdquo; category; religious civil and &ldquo;uncivil&rdquo; societies; and the connection between religion; politics and nationalism among modern nation-states.    The second dimension focuses on the rise of transnational religious networks; religious fundamentalism; and religious nationalism as they emerged globally in the twentieth century. We will examine how &ldquo;religion&rdquo; poses challenges in the US; Southeast Asia; South Asia and the Middle East; by looking at religious nationalism and fundamentalism; e.g.; Hindu nationalism in India; Buddhist nationalism in Myanmar; Christian nationalism in the US; and others.    With regard to the role of (digital) technology in the complex interplay between religion and democracy; the course also highlights how religion provides shared values (dignity; solidarity) for democracy - which may conflict with pluralism - ; while technology (AI; social media) both enhances democratic engagement (connectivity) and threatens it (misinformation; polarization); creating a dynamic where &quot;spiritual tech&quot; emerges; forcing ethical questions about how digital tools shape faith and governance; forcing ethical questions about how digital tools shape faith and governance; potentially leading to new forms of &quot;tech-driven&quot; societal control or spiritual expression.    The course is therefore divided into two parts: the first examines key concepts of religion; religious politics; secularism; church-state separation and nationalism; and the second explores aspects of religious nationalism and fundamentalism by examining the case studies from countries such as Myanmar; Thailand; Indonesia; India; Turkey; Iran; Israel and the US    On Week 9 we will watch","1","大綱提及AI、社群媒體、錯誤資訊、極化及spiritual tech，顯示學生接觸AI與數位科技議題；但未明確要求使用AI作為學習工具。","3","大綱明確探討AI與社群媒體對民主參與的增強與威脅、錯誤資訊、極化、數位工具塑造信仰與治理的倫理問題，以及科技驅動的社會控制，符合AI風險與價值判斷內容。","0","課程要求以理論與概念分析宗教政治案例並完成論文，但未要求學生使用AI分析、生成、驗證或解決課程問題。","2","大綱探討尊嚴、團結、民主、多元主義，以及AI和數位工具對信仰與治理的倫理影響，涉及人類價值與社會判斷；但未明確要求AI協作、批判AI輸出或由學生承擔AI決策責任。"," ""A=1;B=3;C=0;D=2""","主要依據為大綱明確提及AI、社群媒體、錯誤資訊、極化、spiritual tech、倫理問題與科技驅動的社會控制。","大綱未提及AI工具操作、提示或自主學習、AI分析任務、結果驗證、人機分工及AI使用規範或揭露。"
"8402345","文化生態研究專題:森林的綠色發展;保育和氣候變遷","""Course Description    What exactly is a forest and from whose perspective is a forest defined? How are forests used; by whom; and with what effects? To answer these questions; we will examine case studies from Southeast Asia to understand forests in multiple registers and from the perspective of many different users; including the forest itself. We will study the institutional frameworks of Green Development; Conservation; and Climate Change; and use empirical examples from Southeast Asia to contextualize them in practice. Examples will include case studies about the history of forest management and the ways that development; conservation; and climate change interact with forest resources and communities that live in and around forests. The objective of the course is to introduce the historical trajectory of forest use and management from the colonial era to the present in the Southeast Asian context. Also to teach students how to think critically about different resource-use practices; social systems; and technologies. Through the examination of stories; documents; and policies; we will discuss the many possible ways to use forest resources and the effects of those different strategies. Through this examination; we will come to understand the beliefs; values; and structures that underlie different practices and how these shift over time and across groups. To explore this dynamic and transformative interaction; we excavate the concepts above; attending to their structures; interchanges; and contradictions. Through primary source materials; ethnographic and historical studies; and theories that attend to the world-making power of culture; this course will provide more questions than answers. The objective is to trace how people not only use resources and develop policies toward that end; but also to make visible the boundaries and divisions that these various projects ignite. Our collective challenge will be to look through these boundaries to find transformative pathways.         Artificial Intelligence    AI is a tool; like a calculator. Why; exactly it was so vigorously developed and deployed at this historical moment; especially considering its massive impact on water and energy use; is an important question to consider. If students wish to stop thinking in order to advance their careers there is little that the academic institution can do; except to inform you and set certain parameters. AI does not generate knowledge and makes strange mistakes. Its use for crafting ideas or understanding assigned essays will be obvious in this class; because the professor&rsquo;s reading of classic texts does not always follow accepted interpretations. Using AI as a tool to improve the readability of your independently crafted article is acceptable and encouraged; other uses are lazy and wasteful of common pool resources. Grades will reflect your oral participation in class; your original thinking; and your written work as it reflects (or does not reflect) your embodied participation.   ""","2","課程明確指出AI是工具、會犯錯，並允許使用AI改善學生自行撰寫文章的可讀性，也提及可用AI理解指定文章；具備工具理解與學習輔助的零星內容。","2","課程提及AI對水資源與能源使用的重大影響、AI會產生奇怪錯誤，並由教師設定可接受的使用範圍；但未明確涵蓋AI倫理、法規、個資、偏誤查證或責任治理。","1","課程僅明確允許使用AI改善自行撰寫文章的可讀性，未要求學生運用AI完成分析、專題、模型或完整專業問題解決流程。","2","課程強調AI不會產生知識、會犯錯，並要求重視學生的原創思考、口頭參與與具身參與；但未明確要求學生在AI協作中提出驗證依據、決策理由或承擔最終責任。","A=2;B=2;C=1;D=2","主要符合A，並在AI限制、使用界線、原創思考與人類參與方面零星涉及B及D。","大綱未提及系統性的AI學習策略、倫理法規、風險查證、人機分工或AI實作評量，因此不能給予較高分數。"
"8193934","日語聽力練習","""本課程以培養初級日語程度學習者之聽解能力為目標。實際授課時將透過下列方式進行相關訓練。    1.日語常用短句聽寫練習    2.口語跟讀訓練(shadowing and chorus)    3.日語短文聽力訓練    4.課堂討論與講解                         備註:除傳統上課學習外;修習本課程同學將有機會使用教師自行開發之各種線上學習輔助系統與APP;搭配教學進度進行各種學習。歡迎對利用AI科技學習日語有興趣的同學修習本課程。                ""","1","課程備註指出學生有機會使用教師開發的線上學習系統與APP，並歡迎利用AI科技學習日語，僅能證明AI作為學習輔助工具的零星接觸。","0","大綱未提及AI倫理、法規、著作權、個資、資安、偏誤、查證或責任，因此不能推定具備負責任使用AI能力。","0","大綱僅提及有機會利用AI科技學習日語，未要求使用AI分析、生成或完成可驗證的問題解決任務。","0","大綱未將同理心、創意、判斷或人際互動置於AI協作情境中，因此不能推定具備AI無法取代的能力。","A=1;B=0;C=0;D=0","主要依據是備註明確提到利用AI科技學習日語，但AI並非課程主要內容。","AI使用僅以有機會使用學習系統與APP概括提及，大綱未說明具體AI工具、學習活動、評量、責任使用規範或問題解決流程。"
"8194140","窺探科技中的語言應用","""(暫定)    日常生活中不離語言的使用;語言以各種形式出現於說話、報章雜誌、廣告、符號等等;並與目前人工智慧的發展息息相關。此課程將探索生活中的語言使用、及其於科技結合實例之議題;例如討論為何機器人的回應總是很罐頭、為何機器需要斷詞及詞類標註、為何需要句法剖析樹、是否同樣一套機器模型或是資料處理流程就足以應付所有語言等議題;以及在既有已釋出的自然語言處理平台或軟體所產出的結果 (e.g.; CKIP CoreNLP、Weka等) 在學界及業界的應用討論。透過網路平台或軟體的使用;本課程將讓學生體驗針對同一種語言 (e.g.; 英文及中文) 不同斷詞系統之間輸出的結果為何不同;其優缺點、及背後當初設計的初衷和考量是什麼;對於不同的情緒分類方式;對於訓練模型自動判斷產品評論好壞又會有哪些不同影響;或者對於客服機器人的回覆方式可以採用或是設計哪些語言策略;使得整體對話流更加順暢等議題內容。      期末展演將鼓勵學生自行發掘科技生活中的任何語言現象;可使用現有網路語言處理工具或自行以程式語言處理資料進一步做輔助;分析其語境、發生緣由、統整歸納語言規則;及做出可行性高的實質應用思考;並與班上同學分享交流;促進思考發想。    (備註: 課程中每週需要自行攜帶筆電上課以便於實作;會於課程中學習如何寫簡易程式語言)  ""","3","課程探討人工智慧與語言的關聯、機器人回應、斷詞、詞類標註、句法剖析及自然語言處理平台，並要求學生實際使用網路平台或軟體比較不同系統輸出；具備AI工具理解與操作內容。","1","課程提及不同情緒分類方式及訓練模型自動判斷產品評論好壞可能造成不同影響，但未明確探討AI倫理、法規、個資、資安、偏誤查證或責任治理。","4","學生需使用語言處理工具或程式分析科技生活中的語言現象，比較不同斷詞系統輸出及其優缺點，分析語境與成因、統整語言規則，並提出可行實質應用；具有實作、比較、分析與應用流程。","3","期末展演要求學生自行發掘語言現象、分析語境與發生緣由、統整規則並提出應用，且需與同學分享交流；這些人類觀察、詮釋與創意整合明確發生於使用語言處理工具的情境中。","A=3;B=1;C=4;D=3","主要符合C，因課程安排語言處理工具操作、結果比較、資料分析與期末應用展演，並兼具A及D的工具理解與人類分析創意。","大綱未明確要求AI倫理、法律、資安、資料隱私、結果查證標準、人機分工或最終責任承擔。"
