系統序號,建立時間,開課時程,開課年度,開課學期,開課學期名稱,級別名,級別碼,校制碼,校碼,校名,校名關鍵字,_學校名稱,英文校名,郵遞區號,課程名稱,英文名稱,學院名稱,系所名稱,系所英文名稱,學程名稱,分組,年級,開課老師,職稱,學分數,每週上課時數,每週實習時數,課程大綱,課程連結,備註,填表人,男學生修課人數,女學生修課人數,其他學生修課人數,授課語言1,授課語言2,證照1,證照2,學制_,學制,部校訂_,部校訂,科目類別_,科目類別,教學型態_,教學型態,必選修_,必選修,師資來源_,師資來源,全英語教學_,全英語教學,跨校選修_,跨校選修,專兼任_,專兼任,教師分類_,教師分類,聘書職級_,聘書職級,開課老師性別_,開課老師性別,系科屬性_,系科屬性,國外合作遠距課程_,國外合作遠距課程,遠距教學提供字幕_,遠距教學提供字幕,全英語學程_,全英語學程,內涵主題碼,總修課人數,_授課語言,_證照,節次,教室,教學內涵,課號,相似度
8196369,2025/10/22 下午 07:20:06,11401,114,1,上學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,人機互動,Human Computer Interaction,資訊學院,資訊科學系碩士在職專班,Master Program in Computer Science,,,1,廖文宏,,3,3,0,"""本課程旨在介紹人機互動之基礎概念及開發流程;尤其著重於新近發展迅速的非傳統式人機介面;包含觸控、手寫、語音、手勢、肢體、眼動、腦波、行動平台、擴增實境、虛擬實境、混合實境;穿戴式裝置;機器人互動介面;AI人機協作等;利用各種實例;配合網路最新資訊;並結合個案研究(case study);對相關主題作深入淺出之說明;期能使學生略窺人機互動理論面與實務面之重要發展。  """,,,,11,3,0,中文,,,,碩士班在職專班,22,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,副教授,2,男性,1,資訊技術細學類,06131,否,0,無,0,否,0,,14,中文,,二EFG,大仁200102,1,971885-00-1,0
8400240,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,人工智慧與社會,AI and Society,創新國際學院,創新國際學院,International College of Innovation,,,0,黃凱紳,,3,3,0,"""This course provides a comprehensive overview of artificial intelligence (AI) and its growing role in shaping contemporary societies. Beginning with core concepts and definitions; the course examines how AI intersects with key areas of public life; industry; and governance. Participants will engage with foundational debates on data; privacy; classification; and affective computing; while also considering AI&rsquo;s implications for sustainability; education; and industry.  With the rapid development of AI; many new and complex issues have emerged that deserve deeper exploration. Therefore; the course has been expanded from 2 to 3 credits; giving students additional time for readings; case studies; and discussions; and allowing them to explore broader topics in greater depth through interactive learning.    """,,,,7,9,0,英文,,,,學士班(含第二部),11,系定,3,通識科目,1,課堂教學,0,必選修,2,專業系所聘任,1,否,0,否,0,兼任,2,一般教師,1,助理教授,3,男性,1,企業管理細學類,04131,否,0,無,0,否,0,,16,英文,,五567,綜北270207,1,042215-00-1,0
8400241,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,AI、性別與勞動,AI; Gender; and Labor,社會科學學院,勞工研究所,Labor Research,,,0,陳芙萱,,3,3,0,"""在人工智慧(AI)迅速改變我們的工作與生活型態之際;這門課將帶領學生深入探討:科技如何改變勞動市場?這些改變是否對每個性別都一樣公平?我們能做些什麼?    本課程以「AI &times; 性別 &times; 勞動」為核心;從自動化、演算法偏見到職場監控與全球政策回應;循序探討AI對就業、性別分工與勞動權益的深層影響。本課程將用三個分析層次看AI:    第一層:技術層(Technology)    AI怎麼運作?如何改變工作?    (第2&ndash;4週)    第二層:權力層(Power)    誰被取代?誰被監控?誰被排除?    (第5&ndash;8週)    第三層:制度層(Governance)    國家、企業、工會如何回應?    (第10&ndash;16週)。    課程分為兩大階段:  ?? 前半學期聚焦AI與性別勞動關係的基礎理論與案例討論。  ?? 後半學期則進入學生主導的主題群組活動週;將以永續工作與性別平等、企業DEI政策與AI技術的整合挑戰、數位監控與職場性別權益衝突(如打卡、攝影監控)、全球 AI 與性別政策大比拼&mdash;&mdash;「跨國 AI 監管高峰會」模擬、高風險產業的 AI 轉型與性別治理、設計責任與技術文化等議題組進行活動與互評。    課程將結合理論閱讀、真實案例分析、Kahoot測驗、小組辯論、角色扮演與政策模擬等多元教學活動;協助你:       建立批判性與跨領域思維   培養數據閱讀與政策分析能力   學會在變動的科技環境中提出創新、公平的應對方案      無論你未來想進入企業、政府、科技、社會倡議或教育領域;這門課都將幫助你看懂AI背後的權力關係;並思考屬於你的改變行動。  """,,,,22,29,0,中文,,,,學士班(含第二部),11,系定,3,通識科目,1,課堂教學,0,必選修,2,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,助理教授,3,女性,2,其他社會及行為科學細學類,03199,否,0,無,0,否,0,,51,中文,,二78E,綜北270301,1,042217-00-1,0
8400244,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,人工智慧與法律,Artificial Intelligence and the Law,法學院,法學院,College of Law,,,0,劉宏恩;林佳和;劉定基,,3,3,0,"""近年來「人工智慧」的迅速發展受到全球矚目;不僅帶來科學、技術的革新;也挑戰許多既有的倫理與規範。而AI對於法律、法律職業/執業的衝擊更是全面;「並非」侷限在個別、單一法律領域。如欲培養新一代法律人對AI的認識;具體瞭解AI對法律(職業)的影響;以及法律對AI應有的規範;即有必要採取突破與創新的教學方式;打破法律分科(領域)教學的傳統。本課程除邀請本校資訊學院教師就人工智慧技術面問題進行介紹外;也整合法學院各中心師資;探討人工智慧所涉及的各項法律議題;希望使學生有較為全面的理解。      """,,,,36,32,0,中文,,,,學士班(含第二部),11,系定,3,通識科目,1,課堂教學,0,必選修,2,專業系所聘任,1,否,0,否,0,專任;專任;專任,1;1;1,一般教師;一般教師;一般教師,1;1;1,副教授;副教授;教授,2;2;1,男性;男性;男性,1;1;1,其他法律細學類,04299,否,0,無,0,否,0,,68,中文,,四78E,法學院313信義學堂,1,042221-00-1,0
8400516,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,教學心理學專題研究,Seminar on Instructional Psychology,教育學院,教育學系,Education,,,1,洪煌堯,,3,3,0,"""在不斷演進的知識社會中;教育的角色正面臨深刻的典範轉移。過去;教育的核心是知識的有效傳承;然而;在當前由人工智慧(AI)驅動的時代;這一重心已不可逆地轉向知識的創造與翻新。新的知識創造典範要求我們不僅要學會使用既有知識;更要具備提出新問題、建構新概念;並將知識轉化為實際行動的能力。在這種全新的教育思維下;如何進行教學已成為當代教育學術與實務中最重要的課題。本課程的核心目的;即是引導學員深入探討和研究這一知識創新與翻新典範下的教學應如何進行重新反思。我們將深究「教」與「學」的心路歷程;質疑並重構教學的定義與路徑。透過對當代學習科學和心理學理論的不斷閱讀與批判性反思;我們期許學員能夠對 AI 世代下教與學的本質有更透徹的認識與了解;從而為未來的教育實踐與研究奠定堅實的理論基礎。  """,,,,5,7,0,中文,,,,博士班,31,系定,3,專業科目,3,課堂教學,0,必選修,2,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,教授,1,男性,1,綜合教育細學類,01111,否,0,無,0,否,0,,12,中文,,四D56,井塘020111,1,152036-00-1,0
8400517,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,應用R於教育模擬研究,Applying R to the Study of Educational Simulation,教育學院,教育學系,Education,,,1,謝進昌,,3,3,0,"""隨著教育評量與調查資料庫的興起;減輕了研究者資料蒐集的負擔。相應的研究方向也逐漸形塑出兩種形態;一是透過釋出資料進行應用研究、另一則是透過模擬研究;探討方法學的議題。就教育學門研究生而言;過往修習的科目大多以量化資料分析應用研究為主軸;較少進行模擬研究。同時;隨著開源軟體R的發展;使得進行模擬研究;已經不像過往需要複雜的程式撰寫技術;加諸生成式人工智慧的發展;使得程式的生成更趨簡易。其中;研究生只要熟悉R相關基本語法及其套件應用;搭配程式確認與除錯能力;可初步進行應用或模擬研究與資料分析。    在上述脈絡下;本課程目的在培養學生具備應用R及其相關套件;進行多變量的統計分析或現代測驗理論分析的能力;進而;以此為基礎;再導引學生進行相關模擬研究的學習;例如;如何應用R產生資料、因子操弄、統計分析、結果解讀等。參與課程的學生建議必須具備基本教育統計、多變量分析的概念。後續;本課程會著重開源軟體R的介紹、基本語法及相關套件應用、如何應用生成式AI於程式產生與除錯;於多變量分析/測驗分析及相關議題的應用、模擬研究。考量參與課程的研究生可能從未接觸過開源軟體R;因此;課程是以專題方式;透過授課教師提供特定專題範例語法;經過導引;來協助學生從無至有;逐步了解基本語法、套件應用與研究結果解讀。  """,,,,5,4,0,中文,,,,碩士班,21,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,兼任,2,一般教師,1,副教授,2,男性,1,綜合教育細學類,01111,否,0,無,0,否,0,,9,中文,,三D56,井塘020413,1,152550-00-1,0
8400521,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,知識管理系統與技術,Knowledge Management Systems and Technologies,教育學院,教育學系,Education,,,1,謝佩璇,,3,0,0,"""This course begins with an introduction to the fundamental concepts of knowledge management (KM) processes; with a particular focus on the development of knowledge graphs (KGs). It includes a structured lecture on the Resource Description Framework (RDF); the Neo4j optimization tool; and GenAI use with RAG; accompanied by a series of Python practice exercises. Several publicly available KGs are then introduced; and students are expected to access and explore them during in-class practice sessions. By the end of the course; students are also required to investigate a knowledge domain of their choice and demonstrate their KG development skills by applying open data (if preferred) and articulating the underlying KM rationales within that domain.  """,,,,0,2,0,英文,,,,碩士班,21,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,副教授,2,女性,2,綜合教育細學類,01111,否,0,無,0,否,0,,2,英文,,五D56,大勇210208,1,152566-00-1,0
8400526,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,校長學專題研究,Principalship Topic Research,教育學院,教育學系,Education,,,1,吳政達;湯家偉;莊俊儒,,3,3,0,"""本課程「校長學專題研究」旨在培養博士生針對校長領導與管理行為進行深度學術探析的能力。課程設計將質與量化研究方法定位為應用於解決校長領導、行政困境與理解領導心理路徑的關鍵探索工具。    課程內容緊扣校長在學校組織中的行為模式與影響機制。一方面;透過質性研究(如紮根理論、現象學)探討校長在多元社會期待下的角色形塑、領導發展與生成式對話過程;另一方面;運用進階量化分析方法(如 PROCESS 中介/調節模型、多層次模型);系統化驗證校長領導行為(如僕人領導、分散式領導)如何透過中介變項(如教師福祉、團隊賦權)轉化為組織績效。此外;課程亦前瞻性地探討校長如何領導學校應對 AI 時代下的教育變革與倫理挑戰。  """,,,,10,11,0,中文,,,,博士班,31,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任;專任;專任,1;1;1,一般教師;一般教師;一般教師,1;1;1,教授;教授;教授,1;1;1,男性;男性;男性,1;1;1,綜合教育細學類,01111,否,0,無,0,否,0,,21,中文,,四D56,井塘電腦室020213,1,152662-00-1,0
8400544,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,人機倫理:人工智能、關係與道德主體性,Living with Robots: Ethics; Agency; and Human-AI Relations,文學院,哲學系,Philosophy,,,1,王華,,3,3,0,"""本課程聚焦於人工智能在當代社會中所引發的倫理問題;特別是其是否具備道德主體性(moral agency);以及人類與人工智能在互動過程中所建立的倫理關係。隨著人工智能系統逐漸介入醫療、教育、情感陪伴、甚至哀悼處理等場域;其角色不再只是工具性的協助者;而可能成為倫理實踐中的參與者與對象。面對此趨勢;我們必須重新思考主體性、責任、行動與情感的倫理基礎。    課程將從哲學視角出發;探討人機互動中出現的倫理挑戰;並針對下列問題展開討論:人工智能是否可能成為道德主體?人類對人工智能的情感投射是否具有倫理意涵?我們是否應對某些人工智能系統展現尊重、關懷;甚至責任?又有哪些道德判斷與情境處理應保留為人類獨有的實踐領域?    核心閱讀包括 Dumouchel 與 Damiano 所著的《Living with Robots》;該書提出一種以互動建構論(interactionist constructivism)為核心的倫理觀點;挑戰傳統以內在心理狀態為道德判準的主體性理論。作者主張;人工智能的道德意義不應僅取決於其是否具備意識或主觀經驗;而應關注其在社會互動中所扮演的角色與功能;亦即其在實際關係中被建構為道德參與者的方式。他們結合社會系統理論、情感代理理論與機器人設計實務;論證即使是沒有內在心理狀態的人工代理者;也可能在人類倫理關係中獲得特定的「道德地位」。本書對於角色倫理、擬人化現象、以及技術中介下的情感互動提出深具啟發性的分析;亦反映出科技哲學與倫理學在面對新型人工存在者時的理論再造需求。    另一部核心文本;Montemayor 所著《The Prospect of a Humanitarian Artificial Intelligence》;則進一步進入「人工智能是否具備道德主體性(moral agency)」的哲學爭論。作者從分析哲學、心靈哲學與認知科學的交界出發;系統性地檢視「價值對齊」(value alignment)作為人工智能倫理設計策略的邏輯基礎與內在困難。他質疑當前主流 AI 倫理設計模型傾向將人類價值「內嵌」於演算法系統中;卻未充分處理人工智能是否具備足以理解、回應、並內部化這些價值的結構性能力。Montemayor 提出一種「人道主義人工智能」的概念;主張真正具有倫理潛力的 AI 必須能在特定條件下發展出某種形式的自主行動能力與價值敏感性。該書不僅重新界定了 moral agency 的適用條件;也挑戰了人類中心主義(anthropocentrism)在道德哲學中的預設立場。    本課程特別採取「雙書對讀」的進階設計;嘗試透過 Dumouchel 與 Damiano 的「互動構成論」取徑;與 Montemayor 基於能力理論(capabilities approach)與注意力模型(attentional agency)所建立的規範性主體理論進行交叉比對。在這種設計下;學生不僅能掌握兩種路徑對於人工智能是否能成為道德主體的不同理論判準;更能理解人機互動過程中的倫理關係生成;與人工主體是否具備內在結構能力之間的緊張關係。這種雙書對讀安排意在開展哲學上真正的辯證訓練:一方面理解倫理關係的社會建構性與情境依賴性;另一方面嚴肅對待 moral agency 概念的結構性與責任歸屬問題。此安排也讓學生有機會進行跨方法論的文本比較;培養在當代哲學爭議中辨析、統合與批判的能力。    本課程教學方式結合教師導讀與引導、文本精讀、預習提問練習、課堂討論、課後反思寫作、以及短篇研究論文撰寫與報告。課程目標如下:       理解人工智能倫理相關核心概念;特別是關於主體性與行動能力之哲學論述;   建立批判性閱讀與分析能力;能深入辨析人機互動中的倫理問題;   發展跨學科視野;將倫理學、心靈哲學與科技社會研究加以整合;   培養哲學寫作與學術論述技巧;能獨立構思並清楚表達倫理立場。      本課程適合對人工智能倫理、心靈哲學、科技與社會之交界問題有興趣的哲學系高年級學生與研究生。課程鼓勵學生不僅思考人工智能是否能「行動」;更進一步探討在與機器共存的社會中;我們該如何重新理解人類倫理的邊界與意義。  """,,,,6,4,0,中文,,,,碩士班,21,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,副教授,2,女性,2,哲學細學類,02231,否,0,無,0,否,0,,10,中文,,五234,百年330222,1,154221-00-1,0
8400791,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,經濟數學(一),Mathematics for Economics(I),社會科學學院,經濟學系,Economics,,,3,李浩仲,,3,3,0,"""經濟學是一門強調精確的社會科學;精確不意味能無誤地進行分析預測;而是明確地呈現分析的方式;讓自己與其他人能客觀判斷分析過程的合理性與有效性。數學提供了一個共同的語言讓經濟學研究者得以精準地彼此溝通;同時它的分析架構也協助研究者能依照一定的程序去解決問題。    本門課將著重介紹線性代數(linear algebra);因為它是一個分析複雜經濟關係的重要數學工具。一般均衡理論、投入產出模型與計量經濟學等領域;都仰賴向量與矩陣來表示多變數方程組。線性代數讓經濟學家能同時分析多個相互影響的變數;有助於理解市場均衡、穩定性與政策效果。此外;機器學習在經濟研究中的應用日益普及;而線性迴歸、神經網路與主成分分析等方法;都建立在線性代數基礎之上。因此;扎實的線性代數能力能提升經濟理論的理解與資料分析的能力。  """,,,,46,40,0,中文,,,,學士班(含第二部),11,系定,3,專業科目,3,課堂教學,0,必選修,2,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,副教授,2,男性,1,經濟學細學類,03111,否,0,無,0,否,0,,86,中文,,四234,大勇210105,1,208028-00-1,0
8400795,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,資料分析與R語言,R for Data Science,社會科學學院,經濟學系,Economics,,,3,廖仁哲,,3,3,0,"""  This course provides a semester-long introduction to data analysis; probability and statistics; and data science. The purpose of this course is to help students learn the powerful tools in R for statistical analysis and data science. We will cover topics on probability and statistics; explanatory data analysis; data visualization; and machine learning.      IMPORTANT NOTE:       Course prerequisites: Completion of a two-semesterintroductory statistics sequence.   This course is heavy on group work; with team-based in-class activities and a group project resulting in anoral presentation and a term paper.   The basic format of the course will include a two-hour lecture and a one-hour session dedicated to in-class group discussions and hands-on practice with R (in most weeks).    """,,,,14,14,0,中文,,,,學士班(含第二部),11,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,副教授,2,男性,1,經濟學細學類,03111,否,0,無,0,否,0,,28,中文,,三234,大勇210205,1,208774-00-1,0
8401060,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,人工智慧與商業應用,Artificial Intelligence in Business Applications,商學院,風險管理與保險學系,Risk Management and Insurance,,,0,曾毓英,,3,3,0,"""Welcome to the class!  Our class detailed syllabus will be concluded here. (Links provided later!)  =================================================================================  This course covers the basic algorithms in machine learning and deep learning. We will use Pythonto implement various algorithms on business decisions.  """,,,,24,16,0,英文,,,,學士班(含第二部),11,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,助理教授,3,女性,2,保險及風險管理細學類,04123,否,0,無,0,否,0,,40,英文,,四D56,商館260205,1,300798-00-1,0
8401061,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,人工智慧與商業應用,Artificial Intelligence in Business Applications,商學院,風險管理與保險學系,Risk Management and Insurance,,,0,曾毓英,,3,0,0,"""Welcome to the class!  Our class detailed syllabus will be concluded here. (Links provided later!)  =================================================================================  This course covers the basic algorithms in machine learning and deep learning. We will use Pythonto implement various algorithms on business decisions.  """,,,,8,5,0,英文,,,,碩士班,21,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,助理教授,3,女性,2,保險及風險管理細學類,04123,否,0,無,0,否,0,,13,英文,,四D56,商館260205,1,300798-01-1,0
8401063,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,SAS/R商業資料分析,Business Analytics with SAS/R,商學院,統計學系,Statistics,,,0,周珮婷,,3,3,0,"""教室位置有限;3/6第一堂課9點10分會準時抽加簽;但名額不會太多。勿來信詢問加簽事宜。    因學校電腦教室維修;故本學期使用商院一般教室。    請自備電量充足筆電(由於會跳電;教室內已被禁止充電)    ##    本課程將介紹如何使用R進行數據分析和視覺化計算。在最後的期末報告中;將運用學到的技能結合生成式AI來分析實際商業數據;並下正確的策略與建議。     *此堂課只教R。上課前;請先裝好最新版的R及RStudio。    *必需具備基礎統計知識;如迴歸、機率、分配等;並對程式撰寫充滿興趣。    *已修過商業分析:SAS/R應用的同學;請勿修此堂課。    *這堂課負擔很重;作業超級多;我教的很快;每學期停修率約10%;所以請仔細思考是否要修。  """,,,,42,70,0,中文,,,,學士班(含第二部),11,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,副教授,2,女性,2,統計細學類,05421,否,0,無,0,否,0,,112,中文,,五234,商館260306,1,300804-00-1,0
8401301,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,高等數量方法,Advanced Quantitative Methods,商學院,資訊管理學系,Management Information Systems,,,1,莊皓鈞;李曉惠,,3,3,0,"""This is a required course for doctoral students in the department of MIS. Students will be exposed to advanced quantitative methods employed by researchers in information systems; operations management; and decision sciences. The first part of this class (5 weeks) will cover economic models that can be used to analyze single and multiple agents&rsquo; behaviors and strategies. The second part of this class (8 weeks) will give you an overview of econometrics and machine learning widely used in empirical research; particularly observational data studies.     This is a PhD level course so the expectation is high. Both instructors will hold you to high standard and ask you to actively engage in learning. Students will be responsible for paper presentation and discussion occasionally. We assure you this will be a time-consuming yet rewarding experience. Be open-minded to listen to each other; be proactive to share; and think out-of-the-box.  """,,,,1,0,0,英文,,,,博士班,31,系定,3,專業科目,3,課堂教學,0,必修,1,專業系所聘任,1,否,0,否,0,專任;專任,1;1,一般教師;一般教師,1;1,教授;教授,1;1,男性;女性,1;2,資訊技術細學類,06131,否,0,無,0,否,0,,1,英文,,二D56,商館260315,1,356010-00-1,0
8401302,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,資訊系統研發,Information System Development,商學院,資訊管理學系,Management Information Systems,,,1,陳恭;郁方;洪智鐸,,3,3,0,"""This course will focus on the recent developments of Explainable and Safe AI. Explainable AI refers to a family of machine learning and analysis techniques that produce human-understandable machine learning models without sacrificing too much expressive power and prediction accuracy. For existing black box models; Explainable AI aims to generate post-hoc explanations capturing the cause and effect within the decision process of the model. Safe AI explores approaches to produce machine learning models that are robust to environmental noise and adversarial attacks. For trained models; Safe AI assesses if the model is stable and free of vulnerabilities. Explainable and Safe AI has been playing a critical role in realizing the ultimate goal of Trustworthy AI: artificial intelligence that is lawful; ethically adherent; and technically robust in each stage of its lifecycle; from design to development; deployment; and practice.  """,,,,8,4,0,中文,,,,碩士班,21,系定,3,專業科目,3,課堂教學,0,必修,1,專業系所聘任,1,否,0,否,0,專任;專任;專任,1;1;1,一般教師;一般教師;一般教師,1;1;1,教授;副教授;助理教授,1;2;3,男性;男性;男性,1;1;1,資訊技術細學類,06131,否,0,無,0,否,0,,12,中文,,一EFG,商館260312,1,356016-00-1,0
8401311,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,學習演算法與量子計算,Learning Algorithms and Quantum Computing,商學院,資訊管理學系,Management Information Systems,,,1,莊豐源;蔡瑞煌,,3,0,0,"""The course objectives include the introduction of artificial Neural Networks (NNs); Quantum Computing (QC); and Quantum Neural Networks (QNNs); as well as the in-depth discussions on issues regarding developing learning algorithms of NNs and QNNs.  """,,,,1,3,0,中文,,,,碩士班,21,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任;專任,1;1,一般教師;一般教師,1;1,助理教授;教授,3;1,男性;男性,1;1,資訊技術細學類,06131,否,0,無,0,否,0,,4,中文,,一D56,商館260308,1,356336-00-1,0
8401314,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,資安檢測技術與實務,Cybersecurity Assessment Technology and Practice,商學院,資訊管理學系,Management Information Systems,,,1,洪光鈞,,3,0,0,"""資安檢測技術與實務課程將可增強學生在資訊安全領域的專業知識與實務技能。課程將包含資安趨勢簡介、檢測技術簡介、IT / IoT / OT / AI 等資安評估方法與技術、攻防實務、防護與管理措施等內容;課堂上將以課程講解搭配上機實作;教授學生如何執行檢測、分析與回應不同類型與面向的安全威脅。希望藉此協助學生在理論與實務上;強化資安知識以及資安問題的解決能力。(本課程多為實作內容;請同學務必自行準備筆電並攜帶筆電上課)  """,,,,2,3,0,中文,,,,碩士班,21,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,兼任,2,一般教師,1,助理教授,3,男性,1,資訊技術細學類,06131,否,0,無,0,否,0,,5,中文,,三D56,資訊140107,1,356346-00-1,0
8401315,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,資訊安全管理,Information Security Management,商學院,資訊管理學系,Management Information Systems,,,1,高大宇;蕭守晴,,3,0,0,"""本課程主要在教導、介紹駭客常用工具和方法;藉以實際了解如何利用偵查所得各項資訊;進行模組化分析;透過不同科技工具濫用個案來進行分析探討。學到如何制定策略、權限;以防堵不法駭客的入侵。    1.資訊安全管理    (1)金融資安行動方案    (2)金融科技安全    (3)人員、程序、科技與治理    (4)國際資安證照:CEH、CHFI    (5)資安實習與攻防搶旗賽    2.資訊安全管理與實務應用    (1)CYBERSEC 臺灣資安大會:勒索軟體、供應鏈資安、雲端安全、零信任資安、工控安全、金融資安、資安治理、人工智慧資安、Blue Team、Red Team、上市櫃資安標竿論壇。    (2)資安治理與管理    (3)資安事件分析與實務應用    (4)網路犯罪偵查與數位鑑識蒐證  """,,,,2,9,0,中文,,,,碩士班,21,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,兼任;兼任,2;2,一般教師;一般教師,1;1,教授;助理教授,1;3,男性;女性,1;2,資訊技術細學類,06131,否,0,無,0,否,0,,11,中文,,四EFG,商館260102,1,356348-00-1,0
